"","dept","course_num","title","time","dist","semester"
"528","british-studies","BRST 177","British Art and Landscape","HTBA","HU","spring"
"529","british-studies","BRST 198","Chaucer and Medieval London","HTBA","HU","spring"
"530","british-studies","BRST 199","Medieval Biography","HTBA","HU","spring"
"531","british-studies","BRST 478","Modern British Drama","HTBA","HU","spring"
"532","chemical-engineering","CENG 120","Introduction to Environmental Engineering","TTh 1pm-2:15pm","QR","spring"
"533","chemical-engineering","CENG 210","Principles of Chemical Engineering and Process Modeling","TTh 1pm-2:15pm","QR","fall"
"534","chemical-engineering","CENG 300","Chemical Engineering Thermodynamics","MW 1pm-2:15pm","QR","fall"
"535","chemical-engineering","CENG 301","Chemical Kinetics and Chemical Reactors","TTh 1pm-2:15pm","QR","spring"
"536","chemical-engineering","CENG 315","Transport Phenomena","MW 1pm-2:15pm","QR","spring"
"537","chemical-engineering","CENG 320","Immunoengineering","not listed","SC","fall"
"538","chemical-engineering","CENG 351","Biotransport and Kinetics","TTh 11:35am-12:50pm","QR","fall"
"539","chemical-engineering","CENG 373","Air Pollution Control","MW 2:30pm-3:45pm","QR","fall"
"540","chemical-engineering","CENG 377","Water Quality Control","TTh 2:30pm-3:45pm","SC","fall"
"541","chemical-engineering","CENG 410","Biomolecular Engineering","TTh 1pm-2:15pm","not specified","fall"
"542","chemical-engineering","CENG 411","Separation and Purification Processes","MW 11:35am-12:50pm","QR","fall"
"543","chemical-engineering","CENG 412","Chemical Engineering Laboratory and Design","M 1pm-4pm","SC","not specified"
"544","chemical-engineering","CENG 416","Chemical Engineering Process Design","TTh 11:35am-12:50pm","QR","spring"
"545","chemical-engineering","CENG 471","Independent Research","HTBA","not specified","both"
"546","chemical-engineering","CENG 480","Chemical Engineering Process Control","TTh 11:35am-12:50pm","QR","fall"
"547","chemical-engineering","CENG 490","Senior Research Project","HTBA","not specified","both"
"548","chemical-engineering","MENG 361","Mechanical Engineering II: Fluid Mechanics","TTh 9am-10:15am","QR","fall"
"549","chemistry","CHEM 101","Chemistry in the Modern World","not listed","not specified","not specified"
"550","chemistry","CHEM 102","Introduction to Green Chemistry","MW 9am-10:15am","not specified","spring"
"551","chemistry","CHEM 104","Chemistry of Food and Cooking","TTh 9am-10:15am","SC","spring"
"552","chemistry","CHEM 119","Laboratory for Quantitative Foundations of General Chemistry","not listed","not specified","not specified"
"553","chemistry","CHEM 134","General Chemistry Laboratory I","HTBA","SC","both"
"554","chemistry","CHEM 136","General Chemistry Laboratory II","HTBA","SC","both"
"555","chemistry","CHEM 161","General Chemistry I","MWF 10:30am-11:20am","QR","both"
"556","chemistry","CHEM 163","Comprehensive University Chemistry I","MWF 10:30am-11:20am","QR","fall"
"557","chemistry","CHEM 165","General Chemistry II","MWF 10:30am-11:20am","QR","spring"
"558","chemistry","CHEM 167","Comprehensive University Chemistry II","MWF 10:30am-11:20am","QR","both"
"559","chemistry","CHEM 174","Freshman Organic Chemistry I","MWF 10:30am-11:20am","SC","fall"
"560","chemistry","CHEM 175","Freshman Organic Chemistry II","MWF 10:30am-11:20am","SC","spring"
"561","chemistry","CHEM 185","Freshman Inorganic Chemistry","TTh 11:35am-12:50pm","SC","spring"
"562","chemistry","CHEM 220","Organic Chemistry","MWF 9:25am-10:15am","SC","both"
"563","chemistry","CHEM 221","The Organic Chemistry of Life Processes","MWF 9:25am-10:15am","SC","both"
"564","chemistry","CHEM 222","Laboratory for Organic Chemistry I","HTBA","SC","both"
"565","chemistry","CHEM 223","Laboratory for Organic Chemistry II","HTBA","SC","both"
"566","chemistry","CHEM 226","Intensive Advanced Chemistry Laboratory","TTh 1pm-5pm","WR","not specified"
"567","chemistry","CHEM 230","Organic Chemistry of Biological Pathways","not listed","not specified","not specified"
"568","chemistry","CHEM 251","Inorganic Chemistry Laboratory","HTBA","SC","not specified"
"569","chemistry","CHEM 252","Introductory Inorganic Chemistry","MWF 10:30am-11:20am","SC","spring"
"570","chemistry","CHEM 328","Physical Chemistry with Applications in the Biological Sciences","MWF 10:30am-11:20am","QR","fall"
"571","chemistry","CHEM 330","Laboratory for Physical Chemistry I","MTWTh 1pm-5pm; F 1:30pm-2:20pm","SC","not specified"
"572","chemistry","CHEM 331","Laboratory for Physical Chemistry II","not listed","not specified","not specified"
"573","chemistry","CHEM 332","Physical Chemistry with Applications in the Physical Sciences I","MWF 9:25am-10:15am","QR","fall"
"574","chemistry","CHEM 333","Physical Chemistry with Applications in the Physical Sciences II","MWF 9:25am-10:15am","QR","spring"
"575","chemistry","CHEM 335","Materials and Biophysical Chemistry Laboratory","F 1:30pm-2:20pm","SC","not specified"
"576","chemistry","CHEM 400","Current Chemistry Seminar","TTh 4pm-5:15pm","not specified","fall"
"577","chemistry","CHEM 418","Advanced Organic Chemistry I","TTh 11:35am-12:50pm","SC","fall"
"578","chemistry","CHEM 421","Chemical Biology","MW 9am-10:15am","SC","fall"
"579","chemistry","CHEM 423","Synthetic Methods in Organic Chemistry","MW 11:35am-12:50pm","SC","fall"
"580","chemistry","CHEM 425","Spectroscopic Methods of Structure Determination","not listed","not specified","not specified"
"581","chemistry","CHEM 426","Computational Chemistry and Biochemistry","not listed","not specified","not specified"
"582","chemistry","CHEM 430","Statistical Mechanics and Thermodynamics","MWF 9:25am-10:15am","QR","fall"
"583","chemistry","CHEM 437","Chemistry of Isotopes","MWF 9:25am-11:15am","not specified","fall"
"584","chemistry","CHEM 440","Molecules and Radiation I","MWF 8:20am-9:10am","QR","fall"
"585","chemistry","CHEM 442","Molecules and Radiation II","MW 11:35am-12:50pm","QR","spring"
"586","chemistry","CHEM 450","Physical Methods in Inorganic Chemistry","not listed","not specified","not specified"
"587","chemistry","CHEM 452","Organometallic Chemistry","TTh 9am-10:15am","SC","fall"
"588","chemistry","CHEM 457","Modern Coordination Chemistry","MWF 8:20am-9:10am","SC","fall"
"589","chemistry","CHEM 470","Quantum Chemistry","TTh 9am-10:15am","QR","spring"
"590","chemistry","CHEM 490","Independent Research in Chemistry","M 5pm-5:50pm","not specified","both"
"591","child-study-center","CHLD 125","Child Development","W 1:30pm-3:20pm","WR","fall"
"592","child-study-center","CHLD 126","Clinical Child Development and Assessment of Young Children","T 9:25am-11:15am","SO","spring"
"593","child-study-center","CHLD 127","Theory and Practice of Early Childhood Education: Implications of Curriculum and Policy","T 2:30pm-4:20pm","WR","fall"
"594","child-study-center","CHLD 128","LanguageLiteracyand Play","W 9:25am-11:15am","WR","spring"
"595","child-study-center","CHLD 131","The Growing Child in Global Context","W 2:30pm-4:30pm","SO","fall"
"596","child-study-center","CHLD 132","The Concept of the Problem Child","W 7pm-8:50pm","SO","both"
"597","child-study-center","CHLD 133","Introduction to Developmental Psychopathology","HTBA","not specified","spring"
"598","child-study-center","CHLD 350","Autism and Related Disorders","not listed","SO","fall"
"599","east-asian-languages-literatures","EALL 212","Ancient Chinese Thought","TTh 11:35am-12:50pm","HU","spring"
"600","east-asian-languages-literatures","EALL 200","The Chinese Tradition","MW 10:30am-11:20am","HU","fall"
"601","east-asian-languages-literatures","EALL 203","The Tale of Genji","TTh 9am-10:15am","HU","spring"
"602","east-asian-languages-literatures","EALL 211","Women and Literature in Traditional China","TTh 1pm-2:15pm","HU","fall"
"603","east-asian-languages-literatures","EALL 235","Writing and Textual Culture in China and Beyond","not listed","WR","spring"
"604","east-asian-languages-literatures","EALL 256","China in the World","MW 1pm-2:15pm","HU","spring"
"605","east-asian-languages-literatures","EALL 271","Japanese Cinema after 1960","MW 2:30pm-3:45pm; T 7pm-9pm","HU","fall"
"606","east-asian-languages-literatures","EALL 280","East Asian Martial Arts Film","MW 2:30pm-3:45pm","HU","spring"
"607","east-asian-languages-literatures","EALL 284","North Korea through Film","W 7pm-9pm; Th 3:30pm-5:20pm","HU","fall"
"608","east-asian-languages-literatures","EALL 300","Sinological Methods","Th 2:30pm-4:20pm","HU","spring"
"609","east-asian-languages-literatures","EALL 303","Readings in Classical Chinese Poetry","W 1:30pm-3:20pm","HU","fall"
"610","east-asian-languages-literatures","EALL 318","Interpretations: The Dream of the Red Chamber","MW 11:35am-12:50pm","HU","spring"
"611","east-asian-languages-literatures","EALL 351","Advanced Readings in Modern Chinese Literature","W 3:30pm-5:30pm","HU","fall"
"612","east-asian-languages-literatures","EALL 470","Independent Tutorial","HTBA","not specified","fall"
"613","east-asian-languages-literatures","EALL 491","Senior Essay","HTBA","not specified","both"
"614","east-asian-languages-literatures","EALL 492","Yearlong Senior Essay","HTBA","not specified","fall"
"615","east-asian-languages-literatures","CHNS 110","Elementary Modern Chinese I","not listed","L1","fall"
"616","east-asian-languages-literatures","CHNS 120","Elementary Modern Chinese II","not listed","L2","both"
"617","east-asian-languages-literatures","CHNS 130","Intermediate Modern Chinese I","not listed","L3","both"
"618","east-asian-languages-literatures","CHNS 132","Elementary Modern Chinese for Advanced Learners I","not listed","L3","fall"
"619","east-asian-languages-literatures","CHNS 140","Intermediate Modern Chinese II","not listed","L4","spring"
"620","east-asian-languages-literatures","CHNS 142","Elementary Modern Chinese for Advanced Learners II","not listed","L4","spring"
"621","east-asian-languages-literatures","CHNS 150","Advanced Modern Chinese I","not listed","L5","fall"
"622","east-asian-languages-literatures","CHNS 151","Advanced Modern Chinese II","not listed","L5","spring"
"623","east-asian-languages-literatures","CHNS 152","Intermediate Modern Chinese for Advanced Learners","not listed","L5","fall"
"624","east-asian-languages-literatures","CHNS 154","Advanced Modern Chinese III","not listed","L5","fall"
"625","east-asian-languages-literatures","CHNS 155","Advanced Modern Chinese IV","not listed","L5","spring"
"626","east-asian-languages-literatures","CHNS 162","Advanced Modern Chinese for Advanced Learners","not listed","L5","fall"
"627","east-asian-languages-literatures","CHNS 164","Readings in Contemporary Chinese Fiction","TTh 11:35am-12:50pm","L5","fall"
"628","east-asian-languages-literatures","CHNS 165","Readings in Modern Chinese Fiction","TTh 11:35am-12:50pm","L5","spring"
"629","east-asian-languages-literatures","CHNS 166","Chinese Media and Society","TTh 11:35am-12:50pm","L5","fall"
"630","east-asian-languages-literatures","CHNS 168","Chinese for Global Enterprises","MWF 1:30pm-2:20pm","L5","fall"
"631","east-asian-languages-literatures","CHNS 170","Introduction to Literary Chinese I","TTh 9am-10:15am","L5","fall"
"632","east-asian-languages-literatures","CHNS 171","Introduction to Literary Chinese II","MW 11:35am-12:50pm","L5","spring"
"633","east-asian-languages-literatures","JAPN 110","Elementary Japanese I","not listed","L1","fall"
"634","east-asian-languages-literatures","JAPN 120","Elementary Japanese II","not listed","L2","spring"
"635","east-asian-languages-literatures","JAPN 130","Intermediate Japanese I","not listed","L3","fall"
"636","east-asian-languages-literatures","JAPN 140","Intermediate Japanese II","not listed","L4","spring"
"637","east-asian-languages-literatures","JAPN 150","Advanced Japanese I","not listed","L5","fall"
"638","east-asian-languages-literatures","JAPN 151","Advanced Japanese II","not listed","L5","spring"
"639","east-asian-languages-literatures","JAPN 156","Advanced Japanese III","not listed","L5","fall"
"640","east-asian-languages-literatures","JAPN 157","Advanced Japanese IV","not listed","L5","spring"
"641","east-asian-languages-literatures","JAPN 162","Reading Academic Japanese I","TTh 11:35am-12:50pm","L5","fall"
"642","east-asian-languages-literatures","JAPN 163","Reading Academic Japanese II","TTh 11:35am-12:50pm","L5","spring"
"643","east-asian-languages-literatures","JAPN 164","Academic and Professional Spoken Japanese","TTh 9am-10:15am","L5","fall"
"644","east-asian-languages-literatures","JAPN 171","Readings in Literary Japanese","MW 9am-10:15am","L5","spring"
"645","east-asian-languages-literatures","KREN 110","Elementary Korean I","not listed","L1","fall"
"646","east-asian-languages-literatures","KREN 120","Elementary Korean II","not listed","L2","spring"
"647","east-asian-languages-literatures","KREN 130","Intermediate Korean I","MTWThF 9:25am-10:15am","L3","fall"
"648","east-asian-languages-literatures","KREN 132","Intermediate Korean for Advanced Learners I","MTWThF 10:30am-11:20am","L3","fall"
"649","east-asian-languages-literatures","KREN 140","Intermediate Korean II","MTWThF 9:25am-10:15am","L4","spring"
"650","east-asian-languages-literatures","KREN 142","Intermediate Korean for Advanced Learners II","MTWThF 10:30am-11:20am","L4","spring"
"651","east-asian-languages-literatures","KREN 152","Advanced Korean for Advanced Learners","MWF 11:35am-12:50pm","L5","fall"
"652","east-asian-languages-literatures","KREN 154","Advanced Korean III","W 2:30pm-4:20pm","L5","spring"
"653","classics","GREK 110","Beginning Greek: The Elements of Greek Grammar","MTWThF 9:25am-10:15am","L1","fall"
"654","classics","GREK 120","Beginning Greek: Review of Grammar and Selected Readings","MTWThF 9:25am-10:15am","L2","spring"
"655","classics","GREK 125","Intensive Beginning Greek","MTWThF 9:25am-11:15am","L1","spring"
"656","classics","GREK 131","Greek Prose: An Introduction","MWF 10:30am-11:20am","L3","fall"
"657","classics","GREK 141","Homer: An Introduction","MWF 10:30am-11:20am","L3","spring"
"658","classics","GREK 390","Greek Syntax and Stylistics","TTh 9am-10:15am; Th 10:30am-11:20am","L5","fall"
"659","classics","GREK 413","Alcibiades and Socrates in Plato's Dialogues","TTh 9am-10:15am","L5","fall"
"660","classics","GREK 443","Homer's <i>Iliad</i>","MW 9am-10:15am","L5","spring"
"661","classics","GREK 455","Athenian Law Courts","TTh 2:30pm-3:45pm","L5","fall"
"662","classics","GREK 471","Plutarch's <i>Lives</i>","MW 11:35am-12:50pm","L5","spring"
"663","classics","LATN 110","Beginning Latin: The Elements of Latin Grammar","not listed","L1","fall"
"664","classics","LATN 120","Beginning Latin: Review of Grammar and Selected Readings","not listed","L2","spring"
"665","classics","LATN 131","Latin Prose: An Introduction","not listed","L3","fall"
"666","classics","LATN 141","Latin Poetry: An Introduction","MWF 10:30am-11:20am","L3","spring"
"667","classics","LATN 390","Latin Syntax and Stylistics","TTh 4pm-5:15pm","L5","spring"
"668","classics","LATN 411","Early Rome from Aeneas to Romulus","not listed","L5","fall"
"669","classics","LATN 429","The Roman World of the Plinys","TTh 11:35am-12:50pm","L5","fall"
"670","classics","LATN 433","Sallust","TTh 9am-10:15am","L5","spring"
"671","classics","LATN 450","Roman Food and Drink","MW 1pm-2:15pm","L5","fall"
"672","classics","LATN 464","Ovid's <i>Metamorphoses</i>","MW 9am-10:15am","L5","fall"
"673","classics","CLSS 422","Plato's Republic","W 3:30pm-5:20pm","HU","fall"
"674","classics","CLSS 430","Medical Thought in Greek and Latin Literature","W 7pm-8:50pm","HU","fall"
"675","classics","CLSS 490","Two-Term Senior Essay for the Intensive Major in Classics","HTBA","not specified","fall"
"676","classics","CLSS 492","One-Term Senior Essay for the Intensive Major in Classics","HTBA","not specified","both"
"677","classics","CLCV 056","Ancient MythFictionand Science Fiction","MW 2:30pm-3:45pm","WR","spring"
"678","classics","CLCV 057","The Age of Constantine","MW 1pm-2:15pm","WR","fall"
"679","classics","CLCV 059","Rivers and Civilization","not listed","HU","fall"
"680","classics","CLCV 113","Mesopotamia's Literary Legacy","Th 9:25am-11:15am","HU","fall"
"681","classics","CLCV 125","Introduction to Ancient Philosophy","TTh 11:35am-12:25pm","HU","fall"
"682","classics","CLCV 161","Art and Myth in Greek Antiquity","TTh 10:30am-11:20am","HU","spring"
"683","classics","CLCV 175","Roman Architecture","TTh 9am-10:15am","HU","fall"
"684","classics","CLCV 204","Alexander the Great and the Hellenistic World","MW 10:30am-11:20am","HU","spring"
"685","classics","CLCV 206","The Roman Republic","MW 11:35am-12:50pm","HU","fall"
"686","classics","CLCV 207","The Roman Empire","TTh 2:30pm-3:45pm","HU","spring"
"687","classics","CLCV 216","Dionysus in Modernity","Th 9:25am-11:15am","HU","fall"
"688","classics","CLCV 221","Imperialisms Ancient and Modern","MW 4pm-5:15pm; Su 6:30pm-9pm","HU","spring"
"689","classics","CLCV 234","Egypt and the Classical World in the First Millennium B.C.","TTh 1pm-2:15pm","HU","fall"
"690","classics","CLCV 256","Ancient Athenian Civilization","not listed","HU","fall"
"691","classics","CLCV 257","Cultural Introduction to the Romans","MW 1pm-2:15pm","HU","spring"
"692","classics","CLCV 319","The Olympic GamesAncient and Modern","Th 9:25am-11:15am","HU","spring"
"693","classics","CLCV 408","Athenian Imperial Democracy","W 2:30pm-4:20pm","HU","fall"
"694","classics","CLCV 450","Two-Term Senior Project for the Major in Classical Civilization","HTBA","not specified","fall"
"695","classics","CLCV 452","One-Term Senior Project for the Major in Classical Civilization","HTBA","not specified","both"
"696","classics","CLCV 494","Independent Tutorial in Classical Civilization","HTBA","not specified","both"
"697","cognitive-science","CGSC 110","Introduction to Cognitive Science","MW 9am-10:15am","SO","fall"
"698","cognitive-science","CGSC 135","Minds and Brains in America","TTh 11:35am-12:25pm","HU","fall"
"699","cognitive-science","CGSC 216","Cognitive Science of Language","MW 2:30pm-3:45pm","SO","spring"
"700","cognitive-science","CGSC 304","The Mental Lives of Babies and Animals","MW 2:30pm-3:45pm","SO","fall"
"701","cognitive-science","CGSC 313","Philosophy for Psychologists","TTh 1pm-2:15pm","HU","spring"
"702","cognitive-science","CGSC 390","Junior Seminar in Cognitive Science","Th 2:30pm-4:20pm","not specified","fall"
"703","cognitive-science","CGSC 413","MindBrainand Society","W 1:30pm-3:20pm","SO","spring"
"704","cognitive-science","CGSC 426","The Cognitive Science of Morality","not listed","HU","fall"
"705","cognitive-science","CGSC 395","Junior Colloquium in Cognitive Science","W 2:30pm-4:20pm","not specified","spring"
"706","cognitive-science","CGSC 471","Directed Research in Cognitive Science","HTBA","not specified","fall"
"707","cognitive-science","CGSC 473","Directed Reading in Cognitive Science","HTBA","not specified","fall"
"708","cognitive-science","CGSC 491","Senior Project","Th 2:30pm-4:20pm","not specified","spring"
"709","cognitive-science","CHLD 350","Autism and Related Disorders","not listed","SO","fall"
"710","cognitive-science","CPSC 112","Introduction to Programming","MWF 11:35am-12:25pm","QR","spring"
"711","cognitive-science","CPSC 201","Introduction to Computer Science","not listed","QR","both"
"712","cognitive-science","CPSC 202","Mathematical Tools for Computer Science","TTh 1pm-2:15pm","QR","fall"
"713","cognitive-science","CPSC 470","Artificial Intelligence","MWF 9:25am-10:15am","QR","fall"
"714","cognitive-science","CPSC 471","Advanced Topics in Artificial Intelligence","not listed","not specified","not specified"
"715","cognitive-science","ECON 159","Game Theory","MW 1pm-2:15pm","QR","spring"
"716","cognitive-science","LING 110","Language: Introduction to Linguistics","MW 2:30pm-3:45pm","SO","fall"
"717","cognitive-science","LING 117","Language and Mind","TTh 2:30pm-3:45pm","SO","fall"
"718","cognitive-science","LING 130","Evolution of Language","not listed","not specified","not specified"
"719","cognitive-science","LING 220","General Phonetics","MW 1pm-2:15pm","SO","spring"
"720","cognitive-science","LING 224","Formal Foundations of Linguistic Theories","MW 11:35am-12:50pm","QR","fall"
"721","cognitive-science","LING 227","Language and Computation I","not listed","QR","fall"
"722","cognitive-science","LING 231","Neurolinguistics","TTh 2:30pm-3:45pm","SO","spring"
"723","cognitive-science","LING 232","Introduction to Phonological Analysis","TTh 1pm-2:15pm","SO","fall"
"724","cognitive-science","LING 235","Phonological Theory","MW 11:35am-12:50pm","SO","spring"
"725","cognitive-science","LING 253","Syntax I","not listed","SO","fall"
"726","cognitive-science","LING 254","Syntax II","TTh 11:35am-12:50pm","SO","spring"
"727","cognitive-science","LING 263","Semantics I","TTh 11:35am-12:50pm","QR","fall"
"728","cognitive-science","LING 280","Morphology","MW 2:30pm-3:45pm","SO","spring"
"729","cognitive-science","MCDB 320","Neurobiology","MWF 11:35am-12:25pm","SC","fall"
"730","cognitive-science","PHIL 126","Introduction to Modern Philosophy from Descartes to Kant","WF 10:30am-11:20am","HU","spring"
"731","cognitive-science","PHIL 267","Mathematical Logic","MW 11:35am-12:25pm","QR","fall"
"732","cognitive-science","PHIL 270","Epistemology","MW 11:35am-12:25pm","HU","fall"
"733","cognitive-science","PSYC 110","Introduction to Psychology","not listed","SO","both"
"734","cognitive-science","PSYC 140","Developmental Psychology","TTh 2:30pm-3:45pm","SO","fall"
"735","cognitive-science","PSYC 150","Social Psychology","TTh 11:35am-12:50pm","SO","fall"
"736","cognitive-science","PSYC 160","The Human Brain","TTh 1pm-2:15pm","SC","fall"
"737","cognitive-science","PSYC 200","Statistics","TTh 10:30am-11:20am","QR","spring"
"738","cognitive-science","PSYC 270","Research Methods in Behavioral Neuroscience","W 1pm-4pm","SC","spring"
"739","cognitive-science","PSYC 479","Thinking","M 9:25am-11:15am","SO","spring"
"740","computer-science","CPSC 079","Digital Photorealism","M 2:30pm-4:20pm","QR","spring"
"741","computer-science","CPSC 100","Introduction to Computing and Programming","not listed","QR","fall"
"742","computer-science","CPSC 112","Introduction to Programming","MWF 11:35am-12:25pm","QR","spring"
"743","computer-science","CPSC 113","Programming and Entrepreneurship","TTh 1pm-2:15pm","not specified","spring"
"744","computer-science","CPSC 134","Programming Musical Applications","MW 9am-10:15am","QR","fall"
"745","computer-science","CPSC 150","Computer Science and the Modern Intellectual Agenda","MW 11:35am-12:50pm","WR","fall"
"746","computer-science","CPSC 183","LawTechnologyand Culture","MW 4pm-5:15pm","SO","fall"
"747","computer-science","CPSC 184","Intellectual Property in the Digital Age","not listed","HU","both"
"748","computer-science","CPSC 185","ControlPrivacyand Technology","F 3:30pm-5:20pm","WR","spring"
"749","computer-science","CPSC 200","Introduction to Information Systems","MWF 10:30am-11:20am","QR","spring"
"750","computer-science","CPSC 201","Introduction to Computer Science","not listed","QR","both"
"751","computer-science","CPSC 202","Mathematical Tools for Computer Science","TTh 1pm-2:15pm","QR","fall"
"752","computer-science","CPSC 223","Data Structures and Programming Techniques","MW 1pm-2:15pm","QR","spring"
"753","computer-science","CPSC 257","Information Security in the Real World","TTh 2:30pm-3:45pm","QR","spring"
"754","computer-science","CPSC 290","Directed Research","HTBA","not specified","both"
"755","computer-science","MATH 244","Discrete Mathematics","TTh 11:35am-12:50pm","QR","fall"
"756","computer-science","CPSC 323","Introduction to Systems Programming and Computer Organization","MW 1pm-2:15pm","QR","fall"
"757","computer-science","CPSC 365","Design and Analysis of Algorithms","TTh 2:30pm-3:45pm","QR","spring"
"758","computer-science","CPSC 422","Design and Implementation of Operating Systems","TTh 1pm-2:15pm","QR","fall"
"759","computer-science","CPSC 423","Principles of Operating Systems","TTh 1pm-2:15pm","QR","spring"
"760","computer-science","CPSC 424","Parallel Programming Techniques","WF 9am-10:15am","QR","spring"
"761","computer-science","CPSC 426","Building Decentralized Systems","not listed","SC","not specified"
"762","computer-science","CPSC 427","Object-Oriented Programming","TTh 1pm-2:15pm","QR","spring"
"763","computer-science","CPSC 430","Formal Semantics","not listed","SC","not specified"
"764","computer-science","CPSC 432","Computer Music: Sound Representation and Synthesis","WF 9am-10:15am","QR","spring"
"765","computer-science","CPSC 433","Computer Networks","MW 4pm-5:15pm","QR","spring"
"766","computer-science","CPSC 434","Mobile Computing and Wireless Networking","not listed","SC","not specified"
"767","computer-science","CPSC 435","Internet-Scale Applications","not listed","SC","not specified"
"768","computer-science","CPSC 436","Networked Embedded Systems and Sensor Networks","not listed","SC","not specified"
"769","computer-science","CPSC 437","Introduction to Databases","TTh 9am-10:15am","QR","fall"
"770","computer-science","CPSC 438","Database System Implementation and Architectures","MW 1pm-2:15pm","QR","spring"
"771","computer-science","CPSC 439","Software Engineering","MW 11:35am-12:50pm","QR","spring"
"772","computer-science","CPSC 440","Numerical Computation","TTh 2:30pm-3:45pm","QR","spring"
"773","computer-science","CPSC 445","Introduction to Data Mining","MW 1pm-2:15pm","QR","fall"
"774","computer-science","CPSC 451","The User Interface","TTh 11:35am-12:50pm","not specified","spring"
"775","computer-science","CPSC 454","Software Analysis and Verification","MW 11:35am-12:50pm","not specified","fall"
"776","computer-science","CPSC 455","Economics and Computation","not listed","SC","not specified"
"777","computer-science","CPSC 457","Sensitive Information in a Connected World","TTh 11:35am-12:50pm","QR","spring"
"778","computer-science","CPSC 458","Automated Decision Systems","MW 4pm-5:15pm","QR","fall"
"779","computer-science","CPSC 462","Graphs and Networks","not listed","SC","not specified"
"780","computer-science","CPSC 465","Theory of Distributed Systems","MW 2:30pm-3:45pm","QR","spring"
"781","computer-science","CPSC 467","Cryptography and Computer Security","MW 2:30pm-3:45pm","QR","fall"
"782","computer-science","CPSC 468","Computational Complexity","TTh 2:30pm-3:45pm","QR","spring"
"783","computer-science","CPSC 469","Randomized Algorithms","not listed","SC","not specified"
"784","computer-science","CPSC 470","Artificial Intelligence","MWF 9:25am-10:15am","QR","fall"
"785","computer-science","CPSC 471","Advanced Topics in Artificial Intelligence","not listed","SC","not specified"
"786","computer-science","CPSC 472","Intelligent Robotics","MWF 10:30am-11:20am","QR","fall"
"787","computer-science","CPSC 473","Intelligent Robotics Laboratory","MWF 10:30am-11:20am","QR","spring"
"788","computer-science","CPSC 475","Computational Vision and Biological Perception","TTh 2:30pm-3:45pm","QR","fall"
"789","computer-science","CPSC 476","Advanced Computational Vision","MW 2:30pm-3:45pm","QR","spring"
"790","computer-science","CPSC 478","Computer Graphics","MW 1pm-2:15pm","QR","fall"
"791","computer-science","CPSC 479","Advanced Topics in Computer Graphics","T 9:25am-11:15am","QR","spring"
"792","computer-science","CPSC 480","Directed Reading","HTBA","not specified","both"
"793","computer-science","CPSC 490","Special Projects","HTBA","not specified","both"
"794","computing-arts","CPAR 291","Special Projects","HTBA","not specified","both"
"795","computing-arts","CPAR 491","Senior Project in Computing and the Arts","HTBA","not specified","both"
"796","devane-lecture-course",NA,"Health of the Public","TTh 2:30pm-3:45pm","SO","spring"
"797","directed-studies","DRST 001","Directed Studies: Literature","not listed","WR","fall"
"798","directed-studies","DRST 003","Directed Studies: Philosophy","not listed","WR","fall"
"799","directed-studies","DRST 005","Directed Studies: Historical and Political Thought","not listed","SO","fall"
"800","theater-studies","THST 110","Survey of Theater and Drama","TTh 2:30pm-3:20pm","HU","fall"
"801","theater-studies","THST 210","Introduction to Performance Concepts","MW 1:30pm-3:20pm","not specified","fall"
"802","theater-studies","THST 099","Dance on Film","MW 4pm-5:15pm","WR","fall"
"803","theater-studies","THST 115","The Physics of Dance","not listed","QR","spring"
"804","theater-studies","THST 221","Islamic Performance Traditions in Contemporary South Asia","T 3:30pm-5:20pm","HU","spring"
"805","theater-studies","THST 228","Writing about the Performing Arts","TTh 11:35am-12:50pm","HU","spring"
"806","theater-studies","THST 235","Dance Theater","MW 1:30pm-3:20pm","HU","fall"
"807","theater-studies","THST 236","American Musical Theater History","W 1:30pm-3:20pm","WR","fall"
"808","theater-studies","THST 244","Writing about Movement","M 3:30pm-5:20pm","WR","spring"
"809","theater-studies","THST 265","French Classical Tragedy","TTh 2:30pm-3:45pm","L5","fall"
"810","theater-studies","THST 291","Eloquence: Classical Rhetoric for Modern Media","MW 1:30pm-3:20pm","HU","fall"
"811","theater-studies","THST 303","The Opera Libretto","T 1:30pm-3:20pm","WR","fall"
"812","theater-studies","THST 325","Performance in South Asia","M 1:30pm-3:20pm","HU","fall"
"813","theater-studies","THST 333","Stephen Sondheim and the American Musical Theater Tradition","W 1:30pm-3:20pm","HU","spring"
"814","theater-studies","THST 370","Polish Theater and Its Traditions","MW 1pm-2:15pm","HU","spring"
"815","theater-studies","THST 380","The History of Dance","Th 3:30pm-5:20pm","WR","fall"
"816","theater-studies","THST 388","Revenge Tragedy and Moral Ambiguity","T 1:30pm-3:20pm","HU","fall"
"817","theater-studies","THST 441","Feminist Theater and Performance","W 1:30pm-3:20pm","HU","fall"
"818","theater-studies","THST 444","Theories of Embodiment","T 1:30pm-3:20pm","HU","spring"
"819","theater-studies","THST 211","Intermediate Acting","MW 10:30am-12:20pm","HU","spring"
"820","theater-studies","THST 224","Musical Theater Performance I","F 1:30pm-3:20pm","HU","fall"
"821","theater-studies","THST 226","Musical Theater Performance II","F 1:30pm-3:20pm","not specified","spring"
"822","theater-studies","THST 230","Advanced Acting and Scene Study","MW 1:30pm-3:20pm","not specified","spring"
