"","dept","course_num","title","time","dist","semester"
"2031","linguistics","LING 491","The Senior Essay","W 1:30pm-3:20pm","not specified","spring"
"2032","linguistics","ANTH 205","LanguageCultureand Identity","TTh 1pm-2:15pm","SO","spring"
"2033","linguistics","ANTH 231","Introduction to Linguistic Anthropology","MW 9am-10:15am","SO","fall"
"2034","linguistics","ANTH 333","Bilingualism in Social Context","W 1:30pm-3:20pm","SO","fall"
"2035","linguistics","ANTH 413","LanguageCultureand Ideology","T 9:25am-11:15am","SO","fall"
"2036","linguistics","CGSC 110","Introduction to Cognitive Science","MW 9am-10:15am","SO","fall"
"2037","linguistics","CHLD 128","LanguageLiteracyand Play","W 9:25am-11:15am","WR","spring"
"2038","linguistics","CPSC 201","Introduction to Computer Science","not listed","QR","both"
"2039","linguistics","CPSC 430","Formal Semantics","not listed","SC","not specified"
"2040","linguistics","CPSC 470","Artificial Intelligence","MWF 9:25am-10:15am","QR","fall"
"2041","linguistics","CPSC 472","Intelligent Robotics","MWF 10:30am-11:20am","QR","fall"
"2042","linguistics","GREK 390","Greek Syntax and Stylistics","TTh 9am-10:15am; Th 10:30am-11:20am","L5","fall"
"2043","linguistics","LATN 110","Beginning Latin: The Elements of Latin Grammar","not listed","L1","fall"
"2044","linguistics","LATN 390","Latin Syntax and Stylistics","TTh 4pm-5:15pm","L5","spring"
"2045","linguistics","PHIL 115","First-Order Logic","TTh 2:30pm-3:20pm","QR","fall"
"2046","linguistics","PHIL 267","Mathematical Logic","MW 11:35am-12:25pm","QR","fall"
"2047","linguistics","PHIL 427","Computability and Logic","M 3:30pm-5:30pm","QR","spring"
"2048","linguistics","PHIL 446","Philosophy of Language: Situations and Events","W 1:30pm-3:20pm","HU","spring"
"2049","literature","LITR 120","Introduction to Narrative","MW 1pm-2:15pm","WR","fall"
"2050","literature","LITR 122","World Poetry and Performance","MW 1pm-2:15pm","WR","spring"
"2051","literature","LITR 143","World Cinema","MW 11:35am-12:25pm; M 6pm-9pm","HU","spring"
"2052","literature","LITR 300","Introduction to Theory of Literature","TTh 11:35am-12:50pm","HU","spring"
"2053","literature","LITR 154","The Bible as Literature","MW 2:30pm-3:45pm; W 4pm-5:15pm","WR","fall"
"2054","literature","LITR 166","Imperialisms Ancient and Modern","MW 4pm-5:15pm; Su 6:30pm-9pm","HU","spring"
"2055","literature","LITR 168","Tragedy in the European Literary Tradition","not listed","WR","fall"
"2056","literature","LITR 169","Epic in the European Literary Tradition","not listed","WR","spring"
"2057","literature","LITR 183","Dante in Translation","TTh 1pm-2:15pm","HU","spring"
"2058","literature","LITR 186","Italian Representations of Love from Antiquity to the Renaissance","TTh 2:30pm-3:45pm","HU","spring"
"2059","literature","LITR 191","Louis XIV and the Culture of Absolutism","MW 11:35am-12:50pm","HU","spring"
"2060","literature","LITR 196","Hebrew Poetry in Muslim Spain","W 1:30pm-3:20pm","HU","spring"
"2061","literature","LITR 197","The Tale of Genji","TTh 9am-10:15am","HU","spring"
"2062","literature","LITR 198","Medieval German Lyric","Th 3:30pm-5:20pm","HU","spring"
"2063","literature","LITR 215","The Age of Goethe","MF 1pm-2:15pm","WR","spring"
"2064","literature","LITR 218","Faust","TTh 11:35am-12:50pm","HU","fall"
"2065","literature","LITR 226","German Modernism","MW 9am-10:15am","HU","fall"
"2066","literature","LITR 229","Around Kafka","W 1:30pm-3:20pm","HU","spring"
"2067","literature","LITR 237","Hegel and Dialectical Thought","W 3:30pm-5:20pm","HU","fall"
"2068","literature","LITR 239","Dionysus in Modernity","Th 9:25am-11:15am","HU","fall"
"2069","literature","LITR 245","Novels of Tolstoy and Dostoevsky","MW 3:30pm-4:20pm","HU","spring"
"2070","literature","LITR 248","Franz Kafka and Thomas Mann","TTh 2:30pm-3:45pm","HU","fall"
"2071","literature","LITR 250","Postcolonial Theory and Literature","T 1:30pm-3:20pm","HU","spring"
"2072","literature","LITR 252","Machado de Assis","M 1:30pm-3:20pm","WR","spring"
"2073","literature","LITR 260","Brazilian Literature in the New Republic","M 1:30pm-3:20pm","WR","fall"
"2074","literature","LITR 291","The Brazilian Short Story in Translation","TTh 1pm-2:15pm","WR","fall"
"2075","literature","LITR 292","Modern Brazilian Literature in Translation","TTh 1pm-2:15pm","WR","spring"
"2076","literature","LITR 307","Walter Benjamin and the Modernization of Nineteenth-Century Paris","M 3:30pm-5:20pm","HU","spring"
"2077","literature","LITR 323","The Opera Libretto","T 1:30pm-3:20pm","WR","fall"
"2078","literature","LITR 325","Texts That Teach in Italian Literature","MW 4pm-5:15pm","HU","spring"
"2079","literature","LITR 328","Folktales and Fairy Tales","M 1:30pm-3:20pm","HU","spring"
"2080","literature","LITR 344","Fiction and Knowledge","M 1:30pm-3:20pm","HU","spring"
"2081","literature","LITR 347","SurveillanceParanoiaand the Modern State","F 1:30pm-3:20pm","HU","fall"
"2082","literature","LITR 348","The Practice of Literary Translation","TTh 1pm-2:15pm","HU","spring"
"2083","literature","LITR 354","Theory of Media","TTh 10:30am-11:20am","HU","fall"
"2084","literature","LITR 359","Italian Film from Postwar to Postmodern","TTh 4pm-5:15pm; W 7:30pm-10:30pm","WR","spring"
"2085","literature","LITR 366","French Cinema through the New Wave","MW 11:35am-12:50pm; T 6:30pm-9pm","HU","fall"
"2086","literature","LITR 367","Literature into Film","T 7pm-10pm; Th 3:30pm-5:20pm","HU","fall"
"2087","literature","LITR 382","German New Waves in Cold War Europe","T 1:30pm-3:20pm","WR","spring"
"2088","literature","LITR 398","Interpreting Film Masterpieces","M 6:30pm-9:30pm; T 1:30pm-3:20pm","WR","fall"
"2089","literature","LITR 416","Georg Lukács: Literature and Politics","Th 1:30pm-3:20pm","HU","fall"
"2090","literature","LITR 418","SovereigntyDiasporaand Nationality in Modern Hebrew Literature","W 3:30pm-5:20pm","HU","fall"
"2091","literature","LITR 420","The Jungle Books","TTh 2:30pm-3:45pm","WR","spring"
"2092","literature","LITR 423","SatireIronyand Parody","MW 11:35am-12:50pm","HU","fall"
"2093","literature","LITR 427","Text and Image: The Double of Interpretation","Th 1:30pm-3:20pm","HU","spring"
"2094","literature","LITR 429","Illegitimacy","W 3:30pm-5:20pm","HU","spring"
"2095","literature","LITR 430","Novels of the Institution","T 3:30pm-5:20pm","HU","fall"
"2096","literature","LITR 433","Nietzsche and His Readers","T 3:30pm-5:20pm","HU","spring"
"2097","literature","LITR 456","Interpretation and Authority","M 1:30pm-3:20pm","HU","fall"
"2098","literature","LITR 463","Medieval Celtic Literature","T 1:30pm-3:20pm","HU","fall"
"2099","literature","LITR 465","Travel and Quests in Early World Literature","HTBA","HU","spring"
"2100","literature","LITR 468","The Question of Form","W 1:30pm-3:20pm","HU","fall"
"2101","literature","LITR 480","Topics in Literary Theory: Psychoanalysis in Literature and Film","W 7pm-8:50pm","HU","fall"
"2102","literature","LITR 488","Directed Reading and/or Individual Research","HTBA","not specified","both"
"2103","literature","LITR 491","The Senior Essay","HTBA","not specified","both"
"2104","literature","LITR 492","The Yearlong Senior Essay","HTBA","not specified","fall"
"2105","mathematics","MATH 101","Geometry of Nature","not listed","not specified","not specified"
"2106","mathematics","MATH 107","Mathematics in the Real World","TTh 1pm-2:15pm","QR","fall"
"2107","mathematics","MATH 108","Estimation and Error","TTh 2:30pm-3:45pm","QR","spring"
"2108","mathematics","MATH 112","Calculus of Functions of One Variable I","not listed","QR","both"
"2109","mathematics","MATH 115","Calculus of Functions of One Variable II","not listed","QR","both"
"2110","mathematics","MATH 116","Mathematical Models in the Biosciences I: Calculus Techniques","TTh 9am-10:15am","QR","both"
"2111","mathematics","MATH 118","Introduction to Functions of Several Variables","TTh 9am-10:15am","QR","both"
"2112","mathematics","MATH 120","Calculus of Functions of Several Variables","not listed","QR","both"
"2113","mathematics","MATH 160","The Structure of Networks","HTBA","QR","spring"
"2114","mathematics","MATH 190","Fractal Geometry","TTh 2:30pm-3:45pm","QR","both"
"2115","mathematics","MATH 222","Linear Algebra with Applications","not listed","QR","both"
"2116","mathematics","MATH 225","Linear Algebra and Matrix Theory","TTh 9am-10:15am","QR","both"
"2117","mathematics","MATH 228","From Euclid to Einstein","not listed","not specified","not specified"
"2118","mathematics","MATH 230","Vector Calculus and Linear Algebra I","MWF 9:25am-10:15am","QR","fall"
"2119","mathematics","MATH 231","Vector Calculus and Linear Algebra II","TTh 11:35am-12:50pm","QR","spring"
"2120","mathematics","MATH 235","Reflection Groups","TTh 1pm-2:15pm","QR","spring"
"2121","mathematics","MATH 241","Probability Theory","MWF 9:25am-10:15am","QR","fall"
"2122","mathematics","MATH 242","Theory of Statistics","HTBA","QR","spring"
"2123","mathematics","MATH 244","Discrete Mathematics","TTh 11:35am-12:50pm","QR","fall"
"2124","mathematics","MATH 246","Ordinary Differential Equations","not listed","QR","both"
"2125","mathematics","MATH 247","Partial Differential Equations","TTh 1pm-2:15pm","QR","spring"
"2126","mathematics","MATH 250","Vector Analysis","MWF 9:25am-10:15am","QR","fall"
"2127","mathematics","MATH 260","Basic Analysis in Function Spaces","TTh 2:30pm-3:45pm","QR","fall"
"2128","mathematics","MATH 270","Set Theory","MWF 1:30pm-2:20pm","QR","fall"
"2129","mathematics","MATH 290","Fractal Geometry: Concepts and Applications","TTh 11:35am-12:50pm","QR","fall"
"2130","mathematics","MATH 300","Topics in Analysis","TTh 1pm-2:15pm","QR","spring"
"2131","mathematics","MATH 301","Introduction to Analysis","TTh 1pm-2:15pm","QR","fall"
"2132","mathematics","MATH 305","Real Analysis","MW 1pm-2:15pm","QR","spring"
"2133","mathematics","MATH 310","Introduction to Complex Analysis","TTh 11:35am-12:50pm","QR","fall"
"2134","mathematics","MATH 315","Intermediate Complex Analysis","TTh 2:30pm-3:45pm","QR","spring"
"2135","mathematics","MATH 320","Measure Theory and Integration","TTh 1pm-2:15pm","QR","fall"
"2136","mathematics","MATH 325","Introduction to Functional Analysis","MW 1pm-2:15pm","QR","spring"
"2137","mathematics","MATH 330","Advanced Probability","HTBA","QR","spring"
"2138","mathematics","MATH 345","Modern Combinatorics","TTh 1pm-2:15pm","QR","fall"
"2139","mathematics","MATH 350","Introduction to Abstract Algebra","MWF 10:30am-11:20am","QR","fall"
"2140","mathematics","MATH 353","Introduction to Representation Theory","not listed","not specified","not specified"
"2141","mathematics","MATH 354","Number Theory","TTh 2:30pm-3:45pm","QR","spring"
"2142","mathematics","MATH 360","Introduction to Lie Groups","MWF 11:35am-12:25pm","QR","fall"
"2143","mathematics","MATH 370","Fields and Galois Theory","TTh 11:35am-12:50pm","QR","spring"
"2144","mathematics","MATH 373","Algebraic Number Theory","MW 2:30pm-3:45pm","QR","fall"
"2145","mathematics","MATH 380","Modern Algebra I","MW 1pm-2:15pm","QR","fall"
"2146","mathematics","MATH 381","Modern Algebra II","MW 2:30pm-3:45pm","QR","spring"
"2147","mathematics","MATH 420","Introduction to Ergodic Theory","TTh 2:30pm-3:45pm","QR","fall"
"2148","mathematics","MATH 430","Introduction to Algebraic Topology","TTh 1pm-2:15pm","QR","spring"
"2149","mathematics","MATH 435","Differential Geometry","not listed","not specified","not specified"
"2150","mathematics","MATH 470","Individual Studies","HTBA","not specified","both"
"2151","mathematics","MATH 475","Senior Essay","HTBA","not specified","both"
"2152","mathematics","MATH 480","Senior Seminar: Mathematical Topics","not listed","not specified","both"
"2153","mathematics","CPSC 201","Introduction to Computer Science","not listed","QR","both"
"2154","mathematics","CPSC 365","Design and Analysis of Algorithms","TTh 2:30pm-3:45pm","QR","spring"
"2155","mathematics","CPSC 440","Numerical Computation","TTh 2:30pm-3:45pm","QR","spring"
"2156","mathematics","PHIL 267","Mathematical Logic","MW 11:35am-12:25pm","QR","fall"
"2157","mathematics","PHIL 427","Computability and Logic","M 3:30pm-5:30pm","QR","spring"
"2158","mechanical-engineering","MENG 185","Mechanical Design","MW 10:30am-11:20am","SC","spring"
"2159","mechanical-engineering","MENG 211","Thermodynamics for Mechanical Engineers","MW 11:35am-12:50pm","QR","fall"
"2160","mechanical-engineering","MENG 280","Mechanical Engineering I: Strength and Deformation of Mechanical Elements","MW 2:30pm-3:45pm","QR","fall"
"2161","mechanical-engineering","MENG 285","Introduction to Materials Science","TTh 1pm-2:15pm","QR","fall"
"2162","mechanical-engineering","MENG 286","Solid Mechanics and Materials Science Laboratory","TTh 1pm-2:15pm","SC","not specified"
"2163","mechanical-engineering","MENG 361","Mechanical Engineering II: Fluid Mechanics","TTh 9am-10:15am","QR","fall"
"2164","mechanical-engineering","MENG 363","Fluid Mechanics and Thermodynamics Laboratory","M 9am-9:50am","WR","not specified"
"2165","mechanical-engineering","MENG 383","Mechanical Engineering III: Dynamics","not listed","QR","fall"
"2166","mechanical-engineering","MENG 389","Mechanical Engineering IV: Fluid and Thermal Energy Science","MWF 9:25am-10:15am","QR","spring"
"2167","mechanical-engineering","MENG 390","Mechatronics Laboratory","TTh 9am-10:15am","QR","spring"
"2168","mechanical-engineering","MENG 400","Computer-Aided Engineering","MW 9am-10:15am","QR","fall"
"2169","mechanical-engineering","MENG 403","Introduction to Nanomaterials and Nanotechnology","TTh 9am-10:15am","SC","fall"
"2170","mechanical-engineering","MENG 404","Medical Device Design and Innovation","MW 2:30pm-3:45pm","not specified","fall"
"2171","mechanical-engineering","MENG 440","Applied Numerical Methods I","TTh 11:35am-12:50pm","QR","fall"
"2172","mechanical-engineering","MENG 441","Applied Numerical Methods II","TTh 11:35am-12:50pm","QR","spring"
"2173","mechanical-engineering","MENG 459","Neuromuscular Biomechanics","MW 1pm-2:15pm","QR","fall"
"2174","mechanical-engineering","MENG 463","Theoretical Fluid Dynamics","MWF 10:30am-11:20am","QR","fall"
"2175","mechanical-engineering","MENG 469","Aerodynamics","TTh 2:30pm-3:45pm","QR","fall"
"2176","mechanical-engineering","MENG 471","Special Projects","HTBA","not specified","fall"
